 time step =            1 ;
          22;           7;          24;           9;
          21;          19;          22;           4;
          20;          24;          18;          15;
          18;          17;          34;          18;
 time step =            2 ;
          24;           8;          10;           7;
          25;          20;          20;          22;
          18;          22;          24;          21;
           5;          22;          31;          27;
 time step =            3 ;
           7;           9;          28;           5;
           6;          14;          13;           7;
          27;           9;          12;          20;
           7;          23;          21;          10;
 time step =            4 ;
          21;           9;          23;           7;
          13;          12;          24;          19;
          22;          22;          25;          19;
          11;          15;          21;          23;
 time step =            5 ;
          10;           9;           5;           5;
          19;          10;          33;          26;
          22;          17;           9;          10;
           9;           6;          27;          10;
 time step =            6 ;
          18;          12;          22;           5;
          24;          11;          17;          16;
          29;          25;          21;           6;
          12;          14;          22;          21;
 time step =            7 ;
          17;          10;          15;           3;
          24;          20;          23;          27;
          21;          24;           8;           8;
           3;          23;          18;          14;
 time step =            8 ;
          31;          10;          23;           7;
          16;          11;          16;          19;
          27;          24;           5;          11;
           6;          19;          16;          16;
 time step =            9 ;
           9;           7;          25;           8;
          11;          15;          21;          27;
          28;          18;          12;           7;
           7;          22;          26;           8;
 time step =           10 ;
          20;           4;          20;           8;
          20;          10;          30;          18;
          24;          26;          10;           7;
          10;          19;          26;          19;
