 time step =            1 ;
          76;          35;          60;          38;          48;          29;          43;           0;
          45;          75;          33;          29;          52;          25;          29;          71;
          70;          34;          53;          49;          32;          43;          31;          42;
          46;          48;          33;          49;          42;          14;          81;          57;
          45;          36;          39;          28;          70;          67;          70;          56;
          73;          37;          29;           0;          22;          79;         112;          58;
          68;          43;          51;          34;          28;          56;          82;          79;
           0;          63;          50;          29;          25;           9;          49;         113;
 time step =            2 ;
          23;          92;          94;          76;           0;         103;           0;           0;
          82;           4;          85;          89;         102;          97;          60;         111;
         121;          79;           4;          84;         103;          78;          53;          75;
          64;          84;          75;         111;          83;          42;         150;         102;
          94;          64;          58;          74;          12;          22;          10;           0;
         168;          78;          46;          28;          47;          33;         219;         105;
           6;          97;          83;          46;          86;         111;          92;          41;
           0;         110;         103;          73;          63;          17;         112;          96;
 time step =            3 ;
          25;          82;         110;         101;          19;         150;          22;           0;
          91;           0;          88;          89;          98;           1;          75;          19;
         152;          86;          10;          91;           1;         101;          77;          98;
          88;           3;          85;          11;          71;          10;         163;           2;
           4;          86;          67;          68;           0;           0;           0;          12;
         210;         103;          63;          32;          18;           2;         162;          92;
          23;          11;          90;          32;          84;          66;         101;          30;
           0;          10;           0;          83;          89;           0;          88;         150;
 time step =            4 ;
           5;          76;          92;          62;           5;         134;          31;           0;
          93;           0;          85;          56;          77;           0;          55;          30;
         136;          65;          12;          72;           0;         106;          75;          92;
           0;          22;          80;           9;          21;           0;          34;           0;
          23;          89;          93;          69;           1;           0;           0;           0;
         202;         105;          64;          39;          12;          29;         107;          59;
           6;           1;          74;          29;          88;          70;         168;           5;
           0;           5;           0;          65;          64;           0;          97;          67;
 time step =            5 ;
           0;          71;          80;          59;          18;         160;          23;           0;
          95;          13;          68;          44;          72;           0;          75;          39;
         137;          75;          27;          51;           0;          87;          85;         109;
          15;          58;          61;          20;           0;           0;          11;           0;
          30;         106;          98;          63;           0;           0;           0;           6;
         186;         116;          77;          44;          23;          13;          35;          36;
           0;           0;          69;          40;          83;          10;         186;           0;
           0;          23;          29;          70;          76;           0;          38;         117;
 time step =            6 ;
          29;          95;          94;          62;          27;         179;          30;           0;
         109;          33;          83;          81;         112;          19;          68;          65;
         152;          94;          56;          44;          34;          91;         102;           3;
          55;          84;          47;          22;          24;          20;          28;          26;
          61;         103;         117;          75;          32;          18;          14;          13;
         215;          16;          97;          46;          10;          41;          74;          64;
          18;          24;          76;          48;          83;          16;         282;          20;
           0;          58;          39;          75;          50;           0;          72;          54;
 time step =            7 ;
          39;          16;         112;          49;          38;         160;           9;           0;
           2;          58;         100;          73;         130;           9;          59;          60;
         156;           0;          91;          59;          45;          10;          87;           0;
          85;          93;          34;          51;          12;          39;          21;           0;
          49;          96;           4;          81;          49;          29;          22;          34;
         234;          30;          87;          49;           7;          53;          86;          68;
          26;          33;         102;          31;          80;           1;         325;          24;
           0;          61;          81;          48;          30;           0;          58;         129;
 time step =            8 ;
          26;           0;         105;          46;          45;         152;           5;           0;
           0;          52;           1;          81;         104;           0;          22;          26;
         130;           0;          71;          54;          36;          25;          54;           0;
          92;          78;          36;          66;           8;           7;          27;           0;
          19;         104;           0;          81;          52;           1;           0;          29;
         242;          42;          64;          40;           0;          54;          74;          47;
           0;          42;         104;          22;          65;           0;         329;          22;
           0;          41;          72;          66;          16;           0;          29;         160;
 time step =            9 ;
          23;          27;          96;          40;          30;         139;           0;           0;
           0;          62;           1;          91;          84;           0;          17;          37;
          89;           0;          86;          57;          17;          16;          44;           0;
          87;          78;          46;          66;          13;           1;          26;           0;
           0;          74;          36;          60;          60;           3;           0;          17;
         246;          58;          61;          30;           0;          51;          26;          50;
           0;          52;          91;          18;          43;           0;         358;          17;
           0;          42;          81;          45;          13;           0;          40;         221;
 time step =           10 ;
          43;          25;          96;          28;          31;         151;           0;           0;
           0;          43;           0;         101;          71;           0;          16;          39;
          89;          11;         119;          53;           2;          19;          55;           6;
          87;          59;          52;          86;           0;          12;          53;           3;
           2;          61;          65;          51;          92;           0;           6;           0;
         234;          57;          75;           5;           2;          71;          35;          52;
           0;          25;         109;          18;          17;           0;         399;          17;
           0;          33;          92;          21;           3;           0;          31;         186;
