 time step =            1 ;
          49;          39;          52;          37;          27;          40;          61;          58;          73;           0;
          55;          72;          97;          64;          39;          57;          39;          63;          70;          47;
          56;          59;         102;          23;          48;          18;          66;          91;          97;          51;
          27;          69;          93;          59;          53;          39;          43;          51;          79;          66;
          50;          78;          75;          53;          45;          32;          34;          57;          70;          59;
          32;          53;          66;          53;          41;          59;          23;          22;          44;          40;
          26;          26;          64;          58;          52;          46;          93;          54;          34;          36;
          34;          52;          68;          74;          63;          44;          54;          84;          43;          41;
          30;          31;          28;          48;          47;          54;          69;          51;          70;          53;
           0;          43;          40;          34;          51;          56;          64;          55;          53;          58;
 time step =            2 ;
           8;           0;         105;         100;          87;          83;         111;         101;           2;           0;
         104;         254;         306;           6;          94;          97;         101;          39;         186;         111;
           0;           0;          54;          61;          84;          55;           1;         182;          67;         112;
          89;           7;         163;          32;          35;          65;          69;          96;          55;          20;
         109;          33;          21;         107;           3;          51;          79;         106;          27;           0;
         116;           0;          16;         113;          80;          19;          43;          61;         111;         113;
          73;          90;          10;         112;         116;         106;         219;          72;          52;          84;
          62;         101;          16;          14;          13;          94;         107;          56;          39;          97;
          22;         102;          74;         102;         115;         106;           0;         101;          49;          70;
           0;          20;          82;          63;          92;         112;         103;           7;          89;          32;
 time step =            3 ;
           0;           0;          49;         101;         100;          74;         114;          71;           0;           0;
          52;         185;         211;         174;         104;         114;          73;          35;         147;          68;
           0;           0;           0;           0;          94;          46;          10;          95;          71;          72;
          65;           9;          54;           0;         131;          70;          34;          18;           0;          62;
          88;           4;          88;          81;           0;          87;         101;          60;         162;           0;
           0;           0;          41;          78;           3;           0;          78;          90;          38;          89;
          92;          99;           1;          21;          88;          94;         177;          13;          53;          14;
         104;          76;          54;          11;          53;          49;          90;          55;          61;         138;
           6;         159;          61;          98;         105;           9;           0;          71;          67;          61;
           0;           9;          12;          60;         112;           0;          62;           0;          34;          43;
 time step =            4 ;
           5;           0;         165;          64;          83;          66;          69;         103;          29;           0;
          14;         179;          33;         339;          67;          92;          46;           0;         189;          83;
          13;           0;           0;           0;         212;           0;           0;          70;           0;          19;
          13;          49;          88;           0;          44;         106;          43;           0;          40;          32;
          41;           0;          97;          87;           0;          26;          63;          86;          62;          44;
          19;           0;           0;           9;          14;           0;          22;          23;          69;          31;
          86;          87;           0;          48;          43;         111;         115;         171;           0;         132;
          99;          66;          37;           3;          72;           0;         108;         113;          65;         160;
           8;         191;          23;          81;          83;          33;           0;          91;         102;          81;
           0;           0;          91;          49;          97;           0;         132;          49;          64;          93;
 time step =            5 ;
          38;           0;         110;         107;          98;          47;          69;           0;          35;           0;
           0;         226;           0;         267;           8;         114;           0;           0;         206;          57;
          40;           0;          42;           0;          97;           0;          29;           0;           0;          58;
           0;         147;           0;           0;          45;          83;           0;          34;           0;          46;
          40;           0;         118;          53;           0;           0;          70;          11;           0;          54;
          41;           0;           0;         150;           0;          29;           0;           0;           0;         156;
           5;          77;           0;          52;         109;          85;         176;         173;          15;         168;
          83;         108;          61;           2;          79;          70;          56;         215;          43;         156;
           2;         192;          64;          97;          71;          35;          63;          59;          59;          84;
           0;           0;          76;          62;           8;           0;         162;          92;          79;          30;
 time step =            6 ;
          74;           0;          63;         131;          92;          68;          25;          44;           3;           0;
           0;         266;           0;         189;          75;          83;          26;           0;         298;          28;
          77;           0;          81;           0;         180;           0;           5;          83;           0;          39;
           0;         210;           0;          10;          33;          14;          19;           0;          54;          42;
          50;           0;         201;          20;           0;           3;          50;          51;           0;          28;
          53;          46;           0;          41;           0;          37;           2;           0;          35;         154;
           4;          74;          37;          15;          20;          49;         199;         174;           0;         291;
          64;           1;          83;          23;          20;           0;          17;         278;          60;         165;
           0;          49;          81;          93;           2;           0;           6;           0;         140;          56;
           0;           0;          71;          64;           0;          25;         129;          85;          59;         131;
 time step =            7 ;
          59;           0;          46;         156;          65;          99;           0;          34;          40;           0;
          63;         196;           0;         158;         108;          85;          48;           0;         348;          76;
          17;         103;           1;           0;           0;          61;           0;         219;           0;         119;
           1;         122;           2;           0;           0;          53;           0;           0;           3;          79;
          63;          24;          60;           4;           0;           0;          74;          22;           0;         150;
          58;          61;           0;           1;           0;           0;           0;          27;           0;         269;
           0;          51;          50;           0;          22;          86;         163;         119;          65;         293;
          51;          59;          86;          22;           0;           0;          69;         219;           0;         255;
           0;          41;          97;         106;          59;           0;           0;           0;          59;          46;
           0;           0;          59;          79;           0;         106;          76;          68;          54;          40;
 time step =            8 ;
          39;           0;          35;         190;          89;          87;          52;           0;          49;           0;
         108;          46;           0;          98;          39;         109;          20;          62;         283;          43;
           0;          39;          46;           0;           0;         102;          49;          43;         108;          92;
          35;          40;          17;           0;           0;         106;           0;           9;           0;          83;
          90;          64;          48;          27;           0;           5;         109;           0;          54;         194;
          25;          90;           0;           0;          13;           0;           0;          43;           0;         396;
          78;          43;          80;           0;           0;          82;         136;          49;          89;         318;
          43;         159;          32;          89;           0;           0;          57;         132;           0;         334;
           0;          46;          87;          49;          85;           0;           0;         105;           0;          45;
           0;           0;          51;          61;          35;         156;         113;           0;         251;          83;
 time step =            9 ;
           4;          14;           0;         268;          60;          61;          52;           0;          81;           0;
           5;           0;           0;           6;         134;          91;          15;           0;         190;          83;
           0;         120;          30;          31;           0;          22;           3;           0;         250;          29;
           0;           0;          30;           0;           9;          24;          71;           0;           0;         256;
          67;          10;          18;          40;           0;          64;         102;          28;           0;         301;
           8;          73;          17;           0;          72;           0;          32;          14;          39;         418;
          92;          44;          52;          39;           0;         106;         113;          68;          24;         388;
           0;         165;          74;          32;          23;           0;           4;         104;          60;         287;
          43;           0;          97;          88;          11;          44;           0;          69;           0;         109;
           0;          51;          29;         118;          91;         127;         202;           0;         243;         102;
 time step =           10 ;
           0;          32;           0;         289;          99;          39;          73;           0;           0;           0;
          22;           1;           0;           0;         152;           0;           0;          61;          99;          17;
           0;          96;           7;          22;           0;          16;         108;           0;         329;           7;
          63;           0;          44;           0;           8;           0;         113;          63;           0;         218;
          62;         130;           9;          62;           0;         131;          63;          23;          89;         182;
          49;          62;          53;           0;         117;           0;          50;           0;           0;         539;
          89;          61;          29;          78;           0;           6;          76;         109;           0;         458;
           0;         168;         151;           0;          51;           0;          69;          46;          30;         267;
           1;           0;         105;          47;           0;          66;           0;         180;           0;          36;
           0;          99;           4;          14;          63;         112;         308;           0;         314;           0;
 time step =           11 ;
           0;          54;           0;         273;          87;           0;          10;          59;           0;           0;
          22;           7;           0;           0;         170;          15;           0;           9;         189;          15;
           0;         109;           0;          19;           0;          54;         145;           0;         245;           0;
          20;           0;          51;           0;           0;           0;           4;          82;           0;         243;
          49;         106;           8;          90;           0;         136;          38;           7;           0;          50;
          29;          61;          78;           0;         113;           0;          53;           0;           0;         635;
          98;          41;           1;          91;           0;          29;          45;          99;           0;         491;
           0;         181;          54;           0;          73;           0;          83;           0;          20;         183;
          56;           0;         142;           0;           0;          93;           0;         107;           0;          76;
           0;          43;           0;         124;         134;          71;         400;          53;         416;          53;
 time step =           12 ;
          18;          57;           0;         332;          72;           0;          66;          30;          89;           0;
          95;          23;          16;          24;         111;           6;           0;          47;         147;          91;
           0;          31;          29;           8;          14;          79;           4;           0;         183;           0;
         133;           0;         140;          13;           0;          12;          66;          55;           0;         517;
          53;         271;          20;          21;           0;          12;          45;          69;           0;         115;
          28;          64;         117;           2;         207;           0;          24;           6;          91;         644;
          65;          43;           0;          24;           0;           4;          33;          49;           0;         676;
          42;         126;          80;           0;          15;           0;         117;           0;           0;         342;
          77;          50;          56;          54;           0;          73;           0;         348;           0;          98;
           0;          49;         107;         139;          81;          67;         496;          31;         445;         117;
 time step =           13 ;
          77;          34;          13;         303;          40;           0;          52;           0;          63;           0;
          96;          74;           9;          85;         104;           0;           0;          15;          95;          42;
          38;           0;          54;           0;          63;          62;           0;           0;         239;          26;
          14;          37;         120;           0;           0;          93;          32;          10;           0;         509;
          56;         142;          40;           0;           0;           0;         115;          52;           0;         221;
          13;          82;         116;          35;         138;           0;           0;          63;          42;         704;
          73;          27;           8;           0;         107;           0;           0;           0;          46;         695;
           7;         130;           0;          67;           0;          73;          38;           0;           0;         433;
           0;           0;          78;           0;          66;           0;          77;         144;           0;          25;
           0;          69;           3;         155;          56;         216;         590;         141;         593;          62;
 time step =           14 ;
          59;           0;           0;         406;          20;           0;           0;          56;          40;           0;
          45;          65;           0;          26;         102;           0;           0;           0;          81;           0;
          31;           0;         102;           0;         106;          59;           0;           0;         165;          40;
          12;          36;         103;          48;           0;          25;          33;           0;           0;         555;
          22;          27;          17;           0;          31;           0;          32;          31;           0;         349;
           0;          75;           1;          13;          89;          16;           0;         113;           0;         789;
          26;           0;           0;          61;          60;           0;           5;           0;          36;         752;
           0;         199;           0;           5;           3;          24;           0;           0;           0;         449;
           0;           0;          92;           0;           0;          47;           0;           0;           0;           8;
           0;          67;           0;         308;         103;         198;         764;         260;         772;         280;
 time step =           15 ;
         125;           0;          37;         397;          30;           0;          43;           0;          88;           0;
           0;         179;           0;          77;         118;           0;           0;          49;          23;          25;
          87;           0;          43;           0;          30;          46;           0;           0;         120;          75;
           0;          10;          44;          51;           0;         112;           0;           0;           0;         693;
           0;          11;         110;           3;           9;           0;         139;           0;           0;         320;
           0;          44;           0;          46;          77;          26;           0;          65;           0;         832;
          64;           0;           0;          20;          15;           0;           6;           0;          80;         749;
          28;         257;           0;           0;           0;         120;           0;           0;           0;         560;
           0;          48;         196;           9;           0;           0;          78;           0;           0;          14;
           0;          47;          87;         277;         129;         307;         676;         460;         836;         208;
 time step =           16 ;
          66;           0;           0;         420;         103;          55;          20;          63;         150;           0;
           0;         116;          14;           0;         173;          53;          17;          21;          78;          49;
          60;          36;           0;          35;          70;          21;           0;          50;          87;          32;
          66;           0;         128;           0;          31;         184;           0;           0;          26;         611;
