 time step =            1 ;
          87;         101;          77;          65;          62;          71;          83;           0;
          55;         116;          82;          66;          81;          67;          86;          55;
          65;          64;          83;          47;          58;          57;          66;          63;
          54;          49;          68;          71;          62;          58;          80;          58;
          73;          64;          58;          64;          86;          57;          80;          65;
          69;          37;          46;          52;          91;         104;          73;          59;
          60;          72;          68;          87;         112;          80;         102;          41;
           0;          94;          93;         104;          95;          73;          71;          87;
 time step =            2 ;
          58;          59;          38;           1;          36;          21;          31;           0;
           2;          89;          23;          23;          32;         117;          22;          16;
           8;          17;          59;           1;          22;         118;         112;         112;
         105;          80;          19;          59;          30;           3;          13;           6;
          25;           9;           7;          12;          71;          15;          16;           9;
           1;          76;         101;         116;          53;          71;          39;          10;
           5;          25;          10;          41;         223;          24;          86;           0;
           0;          45;          67;         231;          45;          69;          36;          86;
 time step =            3 ;
           0;           0;           0;           0;           0;           0;           0;           0;
           0;           1;           0;           0;           0;          49;           4;           0;
           0;           0;           0;           0;           0;          48;          15;          13;
          62;          25;           0;           0;           0;           0;           0;           0;
           0;           0;           0;           0;           0;           0;           0;           0;
           0;           0;           6;          44;           0;           0;           0;           0;
           0;           0;           0;           0;         140;           0;           0;           0;
           0;           0;           0;         131;           0;           0;           0;          62;
 time step =            4 ;
          89;          77;          83;          91;           0;          95;          73;           0;
          74;          85;          63;          75;          44;          42;         106;          88;
         107;          55;          96;          90;          66;          99;           0;         188;
          83;         110;          57;          76;          83;          85;          88;          40;
          46;          37;          65;          56;          95;          85;          81;          74;
          76;          59;          30;         117;          62;          18;          78;          69;
          67;          53;          62;          11;         295;          60;         101;          66;
           0;          91;          73;         238;           2;         108;          61;          47;
 time step =            5 ;
          46;          98;          93;         111;          87;         105;          24;           0;
          50;          16;          74;          58;          47;          33;          10;          80;
         103;          13;          29;         105;          56;          80;           1;         181;
          35;         105;          27;          23;          87;          68;          63;          72;
          66;         118;          58;          27;          26;          72;         102;           8;
          71;          77;         111;          87;          38;         125;          54;          68;
          76;          42;          82;          18;         481;          29;          69;         121;
           0;          96;          61;         257;          40;         139;          48;         200;
 time step =            6 ;
           0;          67;          73;          66;          44;          23;           0;           0;
           0;           0;          37;          60;           0;           0;           0;          82;
