 time step =            1 ;
  -3;  -3;  -3;  -3;
  -3;   5;   5;   5;
  -3;   5;   5;   5;
  -3;   5;   5;   5;
 time step =            2 ;
  -3;  -3;  -3;  -3;
  -3;   5;   5;   5;
  -3;   5;   5;   5;
  -3;   5;   5;   5;
 time step =            3 ;
  -3;  -3;  -3;  -3;
  -3;   5;   5;   5;
  -3;   5;   5;   5;
  -3;   5;   5;   5;
 time step =            4 ;
  -3;  -3;  -3;  -3;
  -3;   5;   5;   5;
  -3;   5;   5;   5;
  -3;   5;   5;   5;
 time step =            5 ;
  -3;  -3;  -3;  -3;
  -3;   5;   5;   5;
  -3;   5;   5;   5;
  -3;   5;   5;   5;
 time step =            6 ;
  -3;  -3;  -3;  -3;
  -3;   5;   5;   5;
  -3;   5;   5;   5;
  -3;   5;   5;   5;
 time step =            7 ;
  -3;  -3;  -3;  -3;
  -3;   5;   5;   5;
  -3;   5;   5;   5;
  -3;   5;   5;   5;
 time step =            8 ;
  -3;  -3;  -3;  -3;
  -3;   5;   5;   5;
  -3;   5;   5;   5;
  -3;   5;   5;   5;
 time step =            9 ;
  -3;  -3;  -3;  -3;
  -3;   5;   5;   5;
  -3;   5;   5;   5;
  -3;   5;   5;   5;
 time step =           10 ;
  -3;  -3;  -3;  -3;
  -3;   5;   5;   5;
  -3;   5;   5;   5;
  -3;   5;   5;   5;
