 time step =            1 ;
           0;         228;           0;           0;
           0;           0;           0;         181;
           0;           0;           0;           0;
           0;           0;           0;           0;
 time step =            2 ;
         120;         213;           0;           0;
         120;         120;         120;         120;
           0;         120;         120;           0;
           0;           0;           0;         120;
 time step =            3 ;
         163;         214;           0;           0;
         184;         201;         177;         150;
           0;         199;         198;           0;
           0;           0;           0;         190;
 time step =            4 ;
         120;         196;         120;           0;
           0;         203;           0;           0;
           0;           0;         120;         120;
           0;         120;           0;         120;
 time step =            5 ;
         174;         210;         193;           0;
           0;         195;           0;           0;
           0;           0;         197;         215;
           0;         172;           0;         163;
 time step =            6 ;
           0;         211;           0;           0;
           0;         218;           0;           0;
           0;           0;         120;         224;
           0;           0;           0;         120;
 time step =            7 ;
           0;         220;           0;           0;
           0;         227;           0;           0;
           0;           0;         205;         179;
           0;           0;         120;         172;
 time step =            8 ;
         120;         228;           0;           0;
         120;         208;           0;           0;
           0;           0;         203;         222;
           0;           0;         174;         120;
 time step =            9 ;
         192;         194;           0;           0;
         190;         217;           0;           0;
           0;           0;         183;         205;
           0;           0;           0;         171;
 time step =           10 ;
           0;         218;           0;           0;
           0;         210;           0;           0;
           0;         120;         188;         198;
           0;           0;           0;         120;
